FW62155,1,3/12/2023,Peter Rivera,chambersallen@lamb.com,Pilates Ring,1,17.99,1.3005
FW51479,1,1/8/2023,Suzanne Jackson,peter19@hotmail.com,Treadmill Lubricant,2,24.98,1.7532
FW23477,1,12/28/2023,Anthony Scott,danielwarner@gmail.com,"Jump Rope, Speed",1,14.99,1.2773
FW55893,1,9/17/2023,Rickey Cooper,hbishop@gmail.com,"Yoga Mat, Eco",1,24.99,1.5211
FW42164,1,4/18/2023,Dr. William Lewis,anitacross@pittman.com,"Ankle Weights, Pair",1,27.99,1.9445
FW39803,1,3/19/2023,Robert Jones,bobby88@yahoo.com,Treadmill Lubricant,2,24.98,1.576
FW96085,1,4/14/2023,Robert Edwards,kimdalton@yahoo.com,Adjustable Dumbbells,3,389.97,32.3208
FW39860,1,11/17/2023,Nicole Page,andersonwilliam@white.org,Massage Gun,1,139.99,12.3465
FW93046,1,3/28/2023,Jaime Morales,nstevens@cobb.com,"Jump Rope, Speed",3,44.97,2.8288
FW79350,1,10/22/2023,Bryan Riley,martinrichard@gmail.com,Smart Weighing Scale,2,119.98,8.149
FW64372,1,9/23/2023,Angela Jones,angelaphillips@hotmail.com,Foam Roller,1,19.99,1.2376
FW68835,1,5/8/2023,Mike Cannon,bthompson@nixon.com,"Jump Rope, Speed",2,29.98,2.1453
FW46787,1,10/7/2023,Shannon Smith,renee00@cook-mooney.com,Foam Roller,3,59.97,4.4987
FW62629,1,10/24/2023,Johnathan Johnson,rdavis@harrington-ballard.biz,Adjustable Dumbbells,2,259.98,20.7671
FW96666,1,3/7/2023,Scott Williams,lwarren@thompson.info,Pull-Up Bar,2,69.98,6.0464
FW84783,1,12/23/2023,Christopher Banks,shaun31@schneider.biz,Foam Roller,1,19.99,1.2507
FW81770,1,1/9/2023,Jessica Booker,teresaweaver@scott.net,Foam Roller,2,39.98,3.4731
FW49270,1,1/21/2023,James Parker,bbell@gmail.com,"Kettlebell, 20lb",2,99.98,6.351
FW79479,1,4/18/2023,Alexis Johnson,dmiller@nguyen-smith.com,"Jump Rope, Speed",2,29.98,1.8075
FW51876,1,9/20/2023,Katie Holland,kelsey55@gomez.com,Smart Weighing Scale,1,59.99,3.6648
FW70102,1,10/24/2023,Jordan Sampson,alialan@freeman.org,Pilates Ring,1,17.99,1.3303
FW22864,1,6/20/2023,Kathryn Blake,tonya08@gmail.com,Foam Roller,1,19.99,1.5335
FW80516,1,12/30/2023,Kimberly Wright,ydavis@peterson.com,Treadmill Lubricant,2,24.98,1.553
FW14042,1,3/26/2023,David Lamb,clewis@campbell-villarreal.com,Fitness Tracker Band,2,179.98,14.7801
FW14439,1,12/16/2023,Laura White,garrettpamela@garcia.biz,"Kettlebell, 20lb",2,99.98,8.0787
FW57107,1,3/31/2023,Anthony Gibson,henryrandall@harrington.com,"Yoga Mat, Eco",1,24.99,1.6905
FW95997,1,8/3/2023,Hayley Owen,opetersen@mitchell.org,Pilates Ring,2,35.98,2.2103
FW12469,1,8/6/2023,Brooke Ortiz,rosslove@yahoo.com,Massage Gun,2,279.98,22.5747
FW65044,1,8/4/2023,Leah Ellison,fernandezjustin@turner.com,Smart Weighing Scale,1,59.99,5.1913
FW41193,1,11/13/2023,Valerie Johnson,christophercraig@gmail.com,Pull-Up Bar,2,69.98,4.2397
FW28787,1,10/4/2023,Elizabeth Campbell,vmartinez@king.com,"Ankle Weights, Pair",2,55.98,4.2628
FW32101,1,7/31/2023,Amy Olson,jonesjessica@hotmail.com,"Kettlebell, 20lb",3,149.97,9.448
FW67442,1,5/19/2023,Krista Lee,mnichols@hotmail.com,"Exercise Ball, 65cm",2,45.98,3.6435
FW43498,1,7/27/2023,Karina Reynolds,ramirezmatthew@miller.com,Massage Gun,3,419.97,26.4515
FW15629,1,1/16/2023,Jerry Cook,shellygreen@gmail.com,Massage Gun,3,419.97,26.5509
FW98098,1,2/26/2023,Traci Allen,schultzdaniel@gmail.com,Fitness Tracker Band,2,179.98,10.853
FW84135,1,5/21/2023,Kathryn Brown,thomassandra@gmail.com,Pull-Up Bar,2,69.98,5.681
FW78004,1,5/19/2023,Sarah Myers,watsonandrew@dougherty-mcfarland.com,"Jump Rope, Speed",2,29.98,2.3874
FW86799,1,6/6/2023,Alexandria Griffin,gabrielboyle@yahoo.com,Smart Weighing Scale,2,119.98,9.3608
FW15535,1,5/13/2023,Rebecca Stark,patrick69@nichols.biz,Adjustable Dumbbells,2,259.98,17.07
FW19301,1,12/13/2023,Michelle Patel,travisholt@conner.info,Adjustable Dumbbells,1,129.99,8.0751
FW62190,1,11/8/2023,Susan Short,craig89@hotmail.com,"Jump Rope, Speed",2,29.98,2.5545
FW97061,1,11/5/2023,James Guerra,debbie87@webb.com,Treadmill Lubricant,2,24.98,1.731
FW17494,1,7/28/2023,Scott Guzman,greermichelle@gmail.com,Massage Gun,2,279.98,23.6599
FW70032,1,1/3/2023,Melissa Valdez,kcarter@yahoo.com,Pull-Up Bar,1,34.99,2.6568
FW15832,1,10/17/2023,Dave Phillips,lewisemily@livingston.com,Adjustable Dumbbells,1,129.99,8.912
FW18969,1,11/19/2023,Christine Potts,karenbaker@ramos.org,Resistance Bands Set,1,39.99,3.3946
FW22891,1,10/21/2023,Mitchell Lee,brownarthur@dillon.com,"Ankle Weights, Pair",3,83.97,5.9263
FW88379,1,1/23/2023,Christine Elliott,kingjames@harrison.com,"Kettlebell, 20lb",2,99.98,8.5336
FW68238,1,1/9/2023,Alexa Mcdonald,luis46@burns.org,"Exercise Ball, 65cm",1,22.99,1.7173
FW92036,1,8/24/2023,Jennifer Miller,theresamoore@yahoo.com,"Yoga Mat, Eco",2,49.98,3.4391
FW39342,1,5/5/2023,Kristen Martinez,terriglover@gmail.com,"Yoga Mat, Eco",2,49.98,4.1955
FW21087,1,1/20/2023,Brandi Patel,speck@thomas-day.biz,"Ankle Weights, Pair",2,55.98,3.5685
FW58921,1,11/8/2023,Gloria Holland,breannaoconnell@hotmail.com,Adjustable Dumbbells,1,129.99,10.4431
FW67047,1,8/20/2023,Amy Daugherty,wileyjennifer@yahoo.com,"Kettlebell, 20lb",2,99.98,8.7762
FW55461,1,5/8/2023,Timothy Cain,framirez@sanchez-blackwell.com,Smart Weighing Scale,3,179.97,11.5733
FW17403,1,8/24/2023,William Mcpherson,kelleystephen@yahoo.com,"Jump Rope, Speed",2,29.98,2.0762
FW90000,1,2/3/2023,Donald Jimenez,mccarthyjoe@gmail.com,Treadmill Lubricant,2,24.98,1.8587
FW35357,1,4/23/2023,Monique Chang,derrick95@burns.org,Smart Weighing Scale,2,119.98,7.599
FW57808,1,7/31/2023,Rachel Lewis,fletchermackenzie@duke-johnson.net,"Ankle Weights, Pair",2,55.98,4.7759
FW66684,1,9/10/2023,Brooke Garcia,velasquezmelanie@yahoo.com,"Exercise Ball, 65cm",3,68.97,6.1388
FW56330,1,3/14/2023,Derrick Perry,rodriguezjeffrey@yahoo.com,Fitness Tracker Band,3,269.97,16.5104
FW49015,1,8/28/2023,Dr. Jose Cross,mary42@kelly.com,Smart Weighing Scale,1,59.99,3.8281
FW11431,1,10/13/2023,Jill Keith,lewisbrenda@hotmail.com,"Jump Rope, Speed",2,29.98,2.4302
FW28147,1,4/14/2023,Paige Moses DVM,john51@gmail.com,Resistance Bands Set,1,39.99,2.7304
FW58244,1,8/15/2023,Kristina Wright,adavis@nichols.org,Treadmill Lubricant,1,12.49,0.8354
FW11204,1,3/17/2023,Susan Pacheco,johnsonsandra@gmail.com,Pilates Ring,3,53.97,4.139
FW96102,1,8/14/2023,Matthew Perez,csolis@yahoo.com,Pilates Ring,1,17.99,1.5824
FW69001,1,3/4/2023,Matthew Dean,josephcarr@hotmail.com,"Ankle Weights, Pair",1,27.99,2.0943
FW90976,1,5/17/2023,Lawrence Bell,wfuller@price-rice.com,Foam Roller,1,19.99,1.337
FW54051,1,5/12/2023,Eric Wallace MD,burnsdanielle@hartman.info,"Yoga Mat, Eco",3,74.97,5.2451
FW58072,1,8/10/2023,Dillon James,crystal35@cox-jones.com,Smart Weighing Scale,3,179.97,15.9566
FW48573,1,2/15/2023,Andre Price,alejandrorich@stone-coleman.com,"Kettlebell, 20lb",3,149.97,11.7829
FW44126,1,6/13/2023,Danielle Anderson,tharvey@gmail.com,Adjustable Bench,1,109.99,9.2119
FW50293,1,8/9/2023,Kathleen Little,powellwilliam@yahoo.com,Pull-Up Bar,1,34.99,3.1469
FW57522,1,12/3/2023,Dean Johnston,arnoldjasmine@davis.com,"Jump Rope, Speed",3,44.97,3.8695
FW51370,1,8/20/2023,Nicole Garcia,scottbecky@yahoo.com,Adjustable Dumbbells,3,389.97,32.3023
FW99050,1,5/31/2023,Jessica Myers,kwilliams@gmail.com,Foam Roller,2,39.98,2.6426
FW71251,1,9/19/2023,Sarah Mcgee,howardsierra@taylor.info,Pull-Up Bar,3,104.97,6.7259
FW32884,1,1/8/2023,Christopher Holt,brett32@hampton.com,Treadmill Lubricant,1,12.49,0.7593
FW54153,1,4/29/2023,William Taylor,julie21@meyer-gonzalez.net,Fitness Tracker Band,1,89.99,5.7282
FW21256,1,8/14/2023,Katherine Mcintosh,karenguerrero@palmer.com,"Exercise Ball, 65cm",1,22.99,1.6198
FW22768,1,3/28/2023,Pamela Jones,amy35@gmail.com,Treadmill Lubricant,2,24.98,1.5398
FW39245,1,3/12/2023,Mathew Villegas,malikwhite@garcia-white.com,Massage Gun,2,279.98,21.0219
FW83761,1,5/5/2023,Beverly Griffin,john11@wilson-norton.net,"Ankle Weights, Pair",2,55.98,4.2597
FW88979,1,10/10/2023,Kathryn Brady,miguel26@jackson.info,Treadmill Lubricant,3,37.47,2.8835
FW37404,1,1/25/2023,Brandi Anthony,gschmidt@bean-leon.com,Pull-Up Bar,2,69.98,5.2193
FW78860,1,10/10/2023,Jessica Reeves,lewistracey@yahoo.com,Pull-Up Bar,3,104.97,7.2469
FW20027,1,1/3/2023,Jesse Aguilar,linda86@roberts-campbell.info,Smart Weighing Scale,1,59.99,3.9717
FW74907,1,4/5/2023,Kimberly Williams DDS,noah90@hotmail.com,Fitness Tracker Band,2,179.98,15.2116
FW32815,1,5/25/2023,Lisa Martin,helen27@cordova.com,Treadmill Lubricant,3,37.47,2.8558
FW46182,1,2/6/2023,Justin Williams,jsingh@lewis.com,"Ankle Weights, Pair",3,83.97,6.5542
FW10067,1,2/17/2023,Jeffrey Baxter,brian65@hess.com,Smart Weighing Scale,3,179.97,13.2529
FW78422,1,8/26/2023,Samantha Thompson,billy98@yahoo.com,"Kettlebell, 20lb",1,49.99,3.508
FW83828,1,2/24/2023,Courtney Cisneros,diana61@meyer-yoder.com,"Yoga Mat, Eco",3,74.97,6.6729
FW20352,1,3/3/2023,Richard Gallegos,anthonystewart@yahoo.com,"Ankle Weights, Pair",2,55.98,4.5852
FW90926,1,3/16/2023,Molly Foster,hendersondana@hotmail.com,"Kettlebell, 20lb",1,49.99,3.4878
FW54645,1,7/12/2023,Mackenzie Graham,tsmith@sutton-hernandez.org,"Exercise Ball, 65cm",2,45.98,3.3669
FW25453,1,12/21/2023,Laurie Bradshaw,claudia28@rojas-smith.com,Fitness Tracker Band,2,179.98,16.0519
FW38252,1,10/8/2023,Vanessa Barajas,mirandabryan@yahoo.com,Adjustable Bench,3,329.97,26.7987
FW99440,1,8/20/2023,John Simpson,xjohnson@martinez-clark.net,Massage Gun,1,139.99,9.8959
FW67005,1,1/5/2023,Ryan Brown,rosschandler@hotmail.com,Pull-Up Bar,3,104.97,8.3673
FW52091,1,11/17/2023,Amy Thompson,kathrynknight@gmail.com,Pilates Ring,3,53.97,4.4641
FW73988,1,4/23/2023,Douglas Crawford,garciajanet@moss.com,"Kettlebell, 20lb",1,49.99,3.4456
FW68468,1,1/6/2023,Kristine Thompson,lawrence69@shelton-gutierrez.com,Fitness Tracker Band,2,179.98,12.7998
FW22827,1,11/25/2023,Alyssa Sanchez,ztorres@hotmail.com,Treadmill Lubricant,1,12.49,0.8777
FW58514,1,3/19/2023,Samantha Foster,lpowell@anderson.com,Adjustable Bench,2,219.98,13.2152
FW63209,1,4/7/2023,Bruce Kelly,hsmith@gmail.com,"Kettlebell, 20lb",2,99.98,7.1322
FW39619,1,9/6/2023,Jennifer Hughes,matthewhatfield@serrano-johnson.biz,Treadmill Lubricant,1,12.49,1.0422
FW74284,1,12/15/2023,Gary Cooper,bushbryan@hicks.com,"Yoga Mat, Eco",3,74.97,5.8405
FW64024,1,3/3/2023,Michael Hall,brownandre@olson-willis.com,"Ankle Weights, Pair",2,55.98,3.9546
FW50773,1,5/2/2023,Carla Boyd,xwillis@franklin.net,Resistance Bands Set,3,119.97,7.5181
FW66729,1,4/12/2023,Jacob Wolfe,tevans@gmail.com,Adjustable Bench,1,109.99,8.2918
FW14425,1,1/14/2023,David Cooper,iray@yahoo.com,Fitness Tracker Band,2,179.98,10.8892
FW37012,1,9/18/2023,Deborah Gentry,burnserica@hale.com,Pull-Up Bar,2,69.98,4.3832
FW77778,1,2/22/2023,Javier Merritt,amy99@gmail.com,Smart Weighing Scale,3,179.97,11.0292
FW62313,1,5/5/2023,Richard Brown,fgraham@gmail.com,Resistance Bands Set,2,79.98,5.5584
FW62700,1,6/9/2023,Patricia Jacobson,rruiz@gmail.com,Treadmill Lubricant,2,24.98,2.0494
FW16017,1,4/15/2023,Joshua Gutierrez,theresagarner@harris.com,Treadmill Lubricant,1,12.49,1.04
FW45438,1,11/10/2023,Anthony Alexander,derrick82@morgan.com,Resistance Bands Set,3,119.97,8.3876
FW25288,1,7/11/2023,Heather Williams,sharoncarson@gmail.com,"Exercise Ball, 65cm",1,22.99,2.0443
FW33697,1,12/1/2023,Emily Schaefer,xbarrett@hotmail.com,Pilates Ring,1,17.99,1.3162
FW39831,1,11/15/2023,Heidi Brown,hsmith@rodriguez-williams.net,Resistance Bands Set,2,79.98,5.8382
FW39879,1,6/1/2023,Diana Sandoval,vford@fitzgerald-bishop.biz,Adjustable Bench,1,109.99,7.0884
FW59321,1,4/9/2023,Melanie Brewer,ihoffman@norris.biz,Pilates Ring,3,53.97,3.5106
FW56056,1,2/11/2023,Jacqueline Hoffman,zcollins@hotmail.com,Adjustable Bench,1,109.99,6.8109
FW71081,1,10/4/2023,Jaime Moore,samanthalee@anderson-robinson.com,Resistance Bands Set,2,79.98,7.0849
FW31304,1,7/22/2023,Mr. Lee Larsen,yorkpamela@larson.net,Fitness Tracker Band,1,89.99,6.5372
FW88069,1,10/6/2023,Nicole Mooney,iwolfe@wise.com,Adjustable Bench,3,329.97,25.4172
FW86113,1,4/21/2023,Michael Conway,evansjulie@hotmail.com,"Yoga Mat, Eco",3,74.97,4.8224
FW86860,1,2/15/2023,Jacqueline Johnson,stricklandandrea@owens.com,Treadmill Lubricant,3,37.47,2.7429
FW22936,1,5/11/2023,Jesse Shaffer,lewismatthew@gill-thompson.net,Pilates Ring,3,53.97,4.2104
FW82350,1,1/24/2023,Nicholas Perez,yroberts@martin.org,Pilates Ring,2,35.98,2.7916
FW24470,1,11/7/2023,Erin Curtis,lopezlaura@hotmail.com,"Kettlebell, 20lb",1,49.99,3.2414
FW71718,1,5/10/2023,Samantha Ball,ffernandez@case-jones.com,Massage Gun,1,139.99,9.5736
FW16057,1,11/16/2023,Michael Tyler,jgonzalez@hotmail.com,Fitness Tracker Band,3,269.97,18.6138
FW11852,1,11/13/2023,Carl Forbes,alyssareed@cunningham.org,Massage Gun,3,419.97,28.7328
FW84775,1,11/16/2023,Christopher Mccormick,obrienthomas@sanders-robertson.com,Pilates Ring,2,35.98,2.9183
FW41408,1,3/16/2023,Jesse Thomas,lauracooper@white.com,Fitness Tracker Band,1,89.99,7.6771
FW86456,1,5/8/2023,Hannah Baker,paul87@beard.com,Adjustable Bench,3,329.97,25.9317
FW34281,1,6/11/2023,Shannon Reynolds,qjefferson@gmail.com,"Exercise Ball, 65cm",2,45.98,2.8045
FW37064,1,11/13/2023,Jessica Delgado,ejackson@gmail.com,Adjustable Dumbbells,2,259.98,18.0719
FW29502,1,9/21/2023,Blake Morgan,robertjames@phillips-baldwin.com,Massage Gun,1,139.99,8.7093
FW67013,1,8/4/2023,William Williams,simonjohn@yahoo.com,Resistance Bands Set,3,119.97,8.2075
FW78170,1,1/22/2023,Jade Andrews,annsims@pham-adams.com,"Yoga Mat, Eco",2,49.98,3.6856
FW64415,1,1/16/2023,Courtney Lee,jamesjohnson@hotmail.com,"Yoga Mat, Eco",1,24.99,1.9797
FW61810,1,9/19/2023,Christopher Adams,brett97@hotmail.com,"Ankle Weights, Pair",2,55.98,4.843
FW52396,1,11/21/2023,Jerry Hall,jhale@gmail.com,Adjustable Dumbbells,1,129.99,9.7702
FW66247,1,12/6/2023,Heather Williams,larry52@hicks-drake.net,Foam Roller,1,19.99,1.3482
FW90543,1,8/6/2023,Cameron Booth,meadowsscott@yahoo.com,Pilates Ring,3,53.97,3.8888
FW59714,1,10/17/2023,Kelly Adkins,mitchellallen@fleming.com,Resistance Bands Set,1,39.99,2.852
FW54392,1,4/9/2023,William Jimenez,jacobquinn@mcgee.com,Massage Gun,2,279.98,18.5007
FW43601,1,12/12/2023,Kevin Trevino,allison94@yahoo.com,Pilates Ring,2,35.98,2.9703
FW71690,1,11/29/2023,Judy Alvarez,dennislucas@graham.com,Resistance Bands Set,2,79.98,5.4925
FW68906,1,12/16/2023,Thomas Walker,cwiley@hotmail.com,Massage Gun,1,139.99,11.0695
FW52667,1,6/24/2023,Steven Holt,chadhodge@elliott.com,Resistance Bands Set,2,79.98,6.3491
FW98170,1,8/19/2023,Christopher Bautista,ryanware@gmail.com,Fitness Tracker Band,3,269.97,17.5608
FW71329,1,6/9/2023,Regina Howell,joshuaramirez@gmail.com,"Exercise Ball, 65cm",3,68.97,5.6322
FW15924,1,11/11/2023,Lance Pearson,nhancock@russell.net,"Kettlebell, 20lb",1,49.99,3.1168
FW40416,1,6/2/2023,Jose Johnson,smithgene@gilbert.com,"Ankle Weights, Pair",2,55.98,4.3586
FW75000,1,5/31/2023,Tracy Adkins,samanthaoconnor@hotmail.com,Adjustable Dumbbells,2,259.98,18.51
FW63446,1,4/1/2023,Sarah Gomez,dperry@terrell.com,Adjustable Dumbbells,1,129.99,8.4229
FW32822,1,3/12/2023,Theresa Miller,monicaorr@nielsen.biz,Adjustable Bench,2,219.98,19.1673
FW15671,1,10/5/2023,Jennifer Smith,morenojohnny@miller.com,Adjustable Bench,1,109.99,7.799
FW36826,1,10/22/2023,Emily Pham,lisa45@gmail.com,Smart Weighing Scale,3,179.97,14.1807
FW17364,1,12/30/2023,Kevin Mcpherson,jonesjason@carroll.com,"Kettlebell, 20lb",1,49.99,3.5725
FW19978,1,7/12/2023,Tracy Graham,gonzalezjulie@mora.info,"Yoga Mat, Eco",2,49.98,4.1987
FW35179,1,5/1/2023,Donald Gutierrez,andrewleach@cooper.info,Adjustable Bench,3,329.97,27.1485
FW35847,1,11/9/2023,Angelica Bryant,johnnycook@yahoo.com,"Exercise Ball, 65cm",3,68.97,5.5345
FW24327,1,9/28/2023,Andrew Walsh,simsmichele@yahoo.com,Smart Weighing Scale,3,179.97,12.2579
FW69824,1,12/22/2023,Amber Turner,christybrown@hotmail.com,Smart Weighing Scale,2,119.98,9.2504
FW65421,1,7/7/2023,William Turner,qwallace@morris-smith.biz,"Exercise Ball, 65cm",2,45.98,3.6463
FW30492,1,1/15/2023,Mary Holt,ayalashannon@hotmail.com,Treadmill Lubricant,1,12.49,1.1143
FW77255,1,12/27/2023,Kyle Snyder,margarethooper@williams-hudson.com,"Ankle Weights, Pair",2,55.98,4.1871
FW63537,1,7/5/2023,Jermaine Garcia,njimenez@zuniga.com,Pull-Up Bar,3,104.97,7.1903
FW86744,1,9/16/2023,William Daniel,aglover@salinas.info,Pilates Ring,2,35.98,2.9822
FW10173,1,4/8/2023,Tiffany Mann,murphydavid@yahoo.com,"Yoga Mat, Eco",2,49.98,3.3851
FW87797,1,1/5/2023,Katelyn Obrien,mcintyretara@gmail.com,Adjustable Dumbbells,1,129.99,11.2023
FW64480,1,4/22/2023,Larry Wood,eroberts@yahoo.com,Smart Weighing Scale,2,119.98,10.1804
FW53991,1,9/7/2023,Dennis Lambert,denise61@gmail.com,Treadmill Lubricant,1,12.49,0.9962
FW64096,1,8/15/2023,Tiffany Flowers,epayne@murphy-warner.com,Massage Gun,2,279.98,22.5002
FW64545,1,12/27/2023,Heather Russell,kellymartin@zavala-martinez.com,Resistance Bands Set,2,79.98,5.0825
FW11664,1,3/26/2023,Denise Rodriguez,josephhubbard@williams.com,"Ankle Weights, Pair",1,27.99,2.3014
FW77769,1,1/15/2023,Angela Jackson DVM,ehanson@smith.com,"Jump Rope, Speed",3,44.97,3.4731
FW39284,1,1/31/2023,Ashley Lawrence,kramerjohn@hotmail.com,Fitness Tracker Band,1,89.99,5.9043
FW40056,1,8/13/2023,Edward Myers,shannonbecker@yahoo.com,Fitness Tracker Band,1,89.99,7.3613
FW17207,1,12/11/2023,Samuel Kennedy,chloe40@collier.biz,Pilates Ring,3,53.97,3.4601
FW96701,1,2/20/2023,Laura French,kingzachary@cervantes.com,"Exercise Ball, 65cm",1,22.99,1.8874
FW17154,1,10/30/2023,Erica Mendoza,xcox@gibbs-hess.info,Resistance Bands Set,3,119.97,10.3557
FW70829,1,9/12/2023,Karl Hoffman,vcurry@wade.net,Treadmill Lubricant,3,37.47,2.8036
FW45583,1,11/5/2023,Joanna Jones,alexandra10@yahoo.com,"Exercise Ball, 65cm",3,68.97,4.9788
FW91511,1,7/10/2023,Angela Rivas,jonesdouglas@hotmail.com,Pilates Ring,1,17.99,1.4433
FW72579,1,5/15/2023,Kurt Gibson,laura38@hotmail.com,Smart Weighing Scale,2,119.98,9.9397
FW35040,1,5/23/2023,Katie Spence,iwilson@gmail.com,Massage Gun,1,139.99,10.3482
FW56484,1,9/1/2023,Xavier Duffy,shelby44@hotmail.com,Foam Roller,1,19.99,1.6447
FW45911,1,4/20/2023,Megan Perry,shawnmorris@yahoo.com,Pull-Up Bar,2,69.98,4.747
FW51906,1,6/7/2023,Thomas Hernandez,robinfox@wagner.com,Pilates Ring,1,17.99,1.6174
FW15991,1,10/19/2023,Jason Hernandez,xhill@friedman.com,Smart Weighing Scale,1,59.99,4.6973
FW56749,1,2/22/2023,Joy Bowen,bowersandrea@hotmail.com,Pilates Ring,1,17.99,1.6133
FW23268,1,5/14/2023,Michelle Nguyen,smithrussell@hotmail.com,"Jump Rope, Speed",3,44.97,3.689
FW82962,1,1/23/2023,Whitney Aguirre,robertdeleon@gmail.com,Massage Gun,2,279.98,19.1862
FW38239,1,7/30/2023,Christopher Johnson,juarezcarla@gmail.com,"Exercise Ball, 65cm",3,68.97,5.3602
FW88812,1,5/19/2023,Cameron Lopez,deanna46@coleman-olsen.info,Adjustable Bench,1,109.99,8.33
FW11916,1,11/2/2023,Amber Davis,james67@yahoo.com,Smart Weighing Scale,3,179.97,13.2504
FW47831,1,12/7/2023,Brent Jones,hspencer@scott.com,Treadmill Lubricant,3,37.47,3.1592
FW64377,1,1/17/2023,Andrea Wheeler,christinawaters@hotmail.com,Pilates Ring,3,53.97,3.4963
FW83747,1,1/13/2023,Michael Bailey,blewis@gmail.com,"Kettlebell, 20lb",3,149.97,10.411
FW40437,1,12/14/2023,Dr. Jillian Avery,michaelcharles@walker.com,"Ankle Weights, Pair",3,83.97,7.345
FW40665,1,8/26/2023,Matthew Pierce,kphillips@wright.com,Adjustable Dumbbells,3,389.97,30.4118
FW54375,1,3/8/2023,Wendy Thompson,craigwarner@walton-vaughn.org,Adjustable Dumbbells,3,389.97,31.5085
FW33831,1,2/18/2023,Deborah Burns,newtondiana@gmail.com,Treadmill Lubricant,1,12.49,0.9897
FW95585,1,11/12/2023,Jaclyn Anderson,jessica17@watson.com,Adjustable Bench,2,219.98,18.1336
FW95491,1,9/23/2023,Elijah Marshall,pachecomeagan@gmail.com,"Ankle Weights, Pair",1,27.99,2.3916
FW59688,1,3/10/2023,Robert Kennedy,chadcole@yahoo.com,Fitness Tracker Band,3,269.97,20.6289
FW44931,1,10/29/2023,John Coleman,edavis@lee.net,Adjustable Dumbbells,2,259.98,22.423
FW91392,1,1/20/2023,Lee Sanchez,nelsonashlee@hotmail.com,Pilates Ring,1,17.99,1.5805
FW33442,1,2/11/2023,Matthew Bartlett,lfowler@fuller-cook.info,Fitness Tracker Band,2,179.98,15.3441
FW95418,1,6/20/2023,Megan Hicks,alicia59@whitehead.com,"Kettlebell, 20lb",1,49.99,4.4802
FW63452,1,9/13/2023,Shari Hernandez DVM,richardgonzalez@mckinney.com,"Yoga Mat, Eco",2,49.98,3.789
FW64879,1,5/13/2023,Brenda Wright,nguyenandrea@hotmail.com,Pilates Ring,2,35.98,3.1548
