FW29732,1,4/18/2024,Kelly Obrien,alicia77@yahoo.com,"Yoga Mat, Eco",3,74.97,6.2681
FW50578,1,4/8/2024,Tracey Arroyo,phowell@gmail.com,Treadmill Lubricant,1,12.49,0.7615
FW20603,1,4/8/2024,Chase Boyd,johnsonaaron@oconnell.org,"Yoga Mat, Eco",1,24.99,1.9502
FW70238,1,10/11/2024,Matthew Bowen,lisa21@hopkins.org,"Exercise Ball, 65cm",2,45.98,3.3632
FW76755,1,3/11/2024,Rebecca Dunn,erica52@hotmail.com,"Jump Rope, Speed",2,29.98,2.2622
FW89765,1,2/2/2024,Candice Burgess,julia88@jones-bowman.org,"Jump Rope, Speed",3,44.97,3.6617
FW40122,1,12/26/2024,Thomas Gibson,justin19@gmail.com,"Kettlebell, 20lb",1,49.99,4.099
FW96806,1,7/11/2024,Gary Smith,denniserika@gregory.com,Adjustable Dumbbells,3,389.97,29.224
FW35288,1,9/1/2024,Kaitlyn Payne,whitney57@hotmail.com,Pilates Ring,3,53.97,4.1649
FW62126,1,8/5/2024,Omar Wright,richardsongary@gmail.com,Pilates Ring,2,35.98,2.7887
FW45875,1,3/4/2024,Brett Ford,elizabeth23@yahoo.com,Pull-Up Bar,3,104.97,9.1594
FW17472,1,2/16/2024,Jennifer Peterson,kevinmadden@yahoo.com,"Jump Rope, Speed",2,29.98,2.638
FW49596,1,10/12/2024,Anthony Rowe,deborahmejia@blake-roth.com,Foam Roller,2,39.98,3.1735
FW70991,1,12/14/2024,James Carlson,xburns@howard.com,Massage Gun,3,419.97,32.1903
FW86841,1,1/26/2024,Melinda Meadows,robinsonjustin@gmail.com,"Jump Rope, Speed",2,29.98,2.629
FW36628,1,2/14/2024,Steven Solis,martinmartha@hotmail.com,Resistance Bands Set,3,119.97,9.4807
FW59403,1,1/19/2024,Donna Pacheco,carolynmcneil@wright.com,Adjustable Bench,1,109.99,8.5256
FW86542,1,2/22/2024,Makayla Taylor,bjohnson@gmail.com,"Kettlebell, 20lb",3,149.97,10.054
FW20538,1,3/31/2024,Joseph Miller,beanheather@gmail.com,"Kettlebell, 20lb",2,99.98,7.3491
FW64391,1,1/26/2024,Brandon Harrington,catherine91@payne.net,Pull-Up Bar,2,69.98,5.3796
FW72840,1,12/5/2024,Andre Tran,michaelreyes@mcgrath.info,Smart Weighing Scale,3,179.97,11.9709
FW54934,1,11/22/2024,Glenda Barton,kathryn92@rivera.com,"Kettlebell, 20lb",2,99.98,8.7756
FW96718,1,1/14/2024,Richard Walsh,harrischristina@jackson-powers.com,"Kettlebell, 20lb",1,49.99,3.4683
FW45123,1,7/11/2024,Maria Banks,urichards@cherry-martin.com,Smart Weighing Scale,1,59.99,3.7838
FW60943,1,10/22/2024,Michael Jimenez,clee@gmail.com,"Yoga Mat, Eco",2,49.98,3.8207
FW62796,1,6/9/2024,Taylor Barber,jmorris@yahoo.com,"Jump Rope, Speed",3,44.97,3.9353
FW78794,1,12/5/2024,Felicia Ellison,erinnewman@schmitt.org,"Jump Rope, Speed",1,14.99,1.3338
FW48908,1,8/14/2024,Joshua Hall,frankrobertson@gmail.com,Adjustable Dumbbells,2,259.98,16.8795
FW52671,1,6/27/2024,Stephen Hill,thompsonrenee@deleon-evans.net,Adjustable Bench,1,109.99,7.7995
FW66993,1,5/22/2024,Traci Frye,ublack@yahoo.com,Pilates Ring,3,53.97,4.1964
FW86539,1,7/26/2024,Amber Collins,kelleymason@harris.com,"Ankle Weights, Pair",2,55.98,4.0756
FW65109,1,2/10/2024,Sherri Campos,haroldheath@gmail.com,Adjustable Dumbbells,2,259.98,22.363
FW70697,1,8/5/2024,Kimberly Benton,slowery@boyd-diaz.com,Resistance Bands Set,2,79.98,6.5501
FW23692,1,12/20/2024,Sandra Huynh,udalton@strickland-nguyen.biz,Massage Gun,2,279.98,18.4267
FW24834,1,12/11/2024,Marie Scott,andrew78@gibson-sawyer.com,Treadmill Lubricant,3,37.47,2.5592
FW81300,1,6/19/2024,Melanie Grimes,colleengreen@brock.com,Fitness Tracker Band,2,179.98,12.8189
FW58178,1,2/4/2024,Joshua Fernandez,nicole58@welch.com,"Jump Rope, Speed",1,14.99,1.107
FW49433,1,5/17/2024,Heather Jimenez,alicia93@evans-holmes.info,"Yoga Mat, Eco",2,49.98,3.232
FW32700,1,9/3/2024,Hannah James,jason11@gmail.com,Resistance Bands Set,2,79.98,5.4917
FW15346,1,4/1/2024,David Hardin,jeremy38@yahoo.com,Smart Weighing Scale,3,179.97,13.9333
FW56864,1,9/6/2024,Melanie Hernandez,pereztiffany@hotmail.com,Foam Roller,1,19.99,1.2171
FW55538,1,9/25/2024,Steven King,jacqueline12@yahoo.com,Pilates Ring,1,17.99,1.3228
FW55161,1,8/12/2024,William Mills,hodgestephanie@morales.com,Fitness Tracker Band,3,269.97,16.6715
FW11014,1,10/5/2024,Garrett Bishop,brandon49@adams.com,Massage Gun,3,419.97,30.1444
FW69969,1,1/24/2024,Sarah Burton,shane15@martinez.net,"Yoga Mat, Eco",3,74.97,6.424
FW71052,1,11/20/2024,Whitney Jackson,aprilevans@brennan.net,Smart Weighing Scale,2,119.98,9.2165
FW47417,1,4/7/2024,Teresa Ellis,rlopez@macias.com,Fitness Tracker Band,1,89.99,6.4876
FW66279,1,12/5/2024,Keith Obrien,stephen28@yahoo.com,Fitness Tracker Band,1,89.99,6.3985
FW71288,1,8/7/2024,April Holt,shannonhughes@perry-evans.org,"Yoga Mat, Eco",3,74.97,5.3796
FW99386,1,6/3/2024,Angela Daniels,christopher13@mason.com,Fitness Tracker Band,2,179.98,11.442
FW86153,1,10/28/2024,Stephanie Gonzalez,wmcguire@hotmail.com,Fitness Tracker Band,1,89.99,5.7426
FW56947,1,6/15/2024,Todd Jenkins,sarah84@english.com,"Exercise Ball, 65cm",3,68.97,5.206
FW84166,1,7/24/2024,Susan Hamilton,bweber@hotmail.com,Fitness Tracker Band,1,89.99,5.7261
FW23099,1,11/19/2024,Kimberly Kramer,jaime83@carter.org,Massage Gun,2,279.98,18.4197
FW99648,1,8/13/2024,Robert Mcneil,summerserika@hotmail.com,Resistance Bands Set,3,119.97,9.9439
FW87319,1,9/7/2024,Travis Williams,gallegosstephen@gmail.com,Resistance Bands Set,3,119.97,8.8578
FW76045,1,6/19/2024,Krista Miller,jake30@yahoo.com,"Exercise Ball, 65cm",1,22.99,1.7293
FW25198,1,4/19/2024,Craig Johnson,sarah67@yahoo.com,Fitness Tracker Band,1,89.99,5.4089
FW44283,1,11/16/2024,Olivia Mcintosh,michaelsmith@hotmail.com,Treadmill Lubricant,2,24.98,1.6921
FW94362,1,12/17/2024,Melissa Powell,stonenicole@gmail.com,Pilates Ring,2,35.98,2.7883
FW13365,1,4/14/2024,Kimberly Sanchez,wevans@yahoo.com,Adjustable Bench,2,219.98,17.236
FW35641,1,5/13/2024,Bryan Villarreal,amanda17@torres-velazquez.com,"Exercise Ball, 65cm",1,22.99,1.3904
FW65070,1,11/29/2024,Krista Carroll,dawn18@ruiz.org,Fitness Tracker Band,2,179.98,12.48
FW42864,1,9/12/2024,April Jefferson,sarah60@curtis-camacho.com,Pull-Up Bar,1,34.99,3.075
FW40470,1,3/3/2024,John Strong,brian23@yahoo.com,"Jump Rope, Speed",3,44.97,3.7949
FW12377,1,3/26/2024,Edward Cooper,paguilar@hotmail.com,Resistance Bands Set,3,119.97,7.3703
FW23530,1,1/5/2024,Erica Ortiz,brenttran@moore-roberts.org,Fitness Tracker Band,2,179.98,15.922
FW81539,1,6/10/2024,Brandi Howard,leestephanie@gmail.com,"Jump Rope, Speed",2,29.98,1.8976
FW90812,1,8/16/2024,Emily Patterson,dvega@webb.org,Pull-Up Bar,3,104.97,8.2363
FW38370,1,12/5/2024,Kim Booker,susanmorgan@murphy-gutierrez.biz,Pull-Up Bar,2,69.98,5.2818
FW44219,1,4/12/2024,Robert Smith,connorwiley@cortez.com,Adjustable Dumbbells,1,129.99,8.9061
FW91452,1,6/9/2024,Frank Adams,markmiller@gray-griffin.com,"Yoga Mat, Eco",2,49.98,4.4645
FW47509,1,12/9/2024,Taylor Young,vasquezbrenda@gomez.com,Adjustable Dumbbells,1,129.99,9.0026
FW66978,1,4/20/2024,James Summers,jennifer51@clark-jones.com,Resistance Bands Set,1,39.99,3.2517
FW14153,1,10/26/2024,Laura Lee,jesse95@case-brown.com,"Kettlebell, 20lb",3,149.97,12.5102
FW59663,1,4/26/2024,Mary Ray,kathleen72@roberts.com,"Jump Rope, Speed",3,44.97,3.5175
FW11040,1,4/29/2024,Matthew Larson,harmonkimberly@jennings.biz,Massage Gun,2,279.98,20.6575
FW77525,1,11/20/2024,Bruce Griffith,hstokes@ochoa.biz,Pull-Up Bar,1,34.99,2.6858
FW18001,1,1/1/2024,James Sullivan,omartin@jenkins.info,"Jump Rope, Speed",3,44.97,3.2057
FW46993,1,6/3/2024,Sydney Wells,jacob40@smith.net,Foam Roller,1,19.99,1.5181
FW54827,1,4/25/2024,Wayne Morris,esmith@hotmail.com,Foam Roller,3,59.97,4.4176
FW51095,1,8/24/2024,Joseph Horton,melissahale@horton.com,Resistance Bands Set,2,79.98,4.9411
FW12975,1,3/21/2024,Timothy Evans,craig32@henderson-saunders.com,Smart Weighing Scale,3,179.97,13.9652
FW15543,1,9/15/2024,Haley Conway,nhull@jordan.com,"Exercise Ball, 65cm",1,22.99,2.0566
FW39060,1,7/15/2024,Gregory Terrell,richardcarr@gmail.com,Massage Gun,1,139.99,10.005
FW52380,1,8/3/2024,Tamara Blake,ywest@yahoo.com,"Kettlebell, 20lb",2,99.98,7.5061
FW75617,1,2/29/2024,Austin Odonnell,stephenramirez@gmail.com,Foam Roller,1,19.99,1.7669
FW31426,1,7/12/2024,Laura Flores,christopher09@hotmail.com,Massage Gun,1,139.99,8.7727
FW95126,1,3/23/2024,Sandra Mendoza,iballard@franco.org,Fitness Tracker Band,2,179.98,10.9387
FW44007,1,5/29/2024,Anthony Cervantes MD,tammy92@baldwin-brown.net,Pull-Up Bar,1,34.99,2.5137
FW72008,1,6/16/2024,Allison Barnett,davisjessica@murphy-freeman.com,Adjustable Dumbbells,2,259.98,16.7898
FW55054,1,12/8/2024,Adam Harrell,reginamathis@yahoo.com,Pull-Up Bar,3,104.97,7.5162
FW71209,1,2/13/2024,Pamela Heath,hardymary@coleman.com,Foam Roller,2,39.98,2.4661
FW82519,1,11/2/2024,Michael Francis,youngnicholas@martin.com,Adjustable Dumbbells,1,129.99,10.6085
FW81289,1,11/15/2024,Shirley Gonzalez,manuel16@yahoo.com,Adjustable Dumbbells,3,389.97,29.2423
FW91030,1,2/11/2024,Katrina Hughes,kmorales@gmail.com,Smart Weighing Scale,1,59.99,4.3891
FW45544,1,7/26/2024,Jonathan Carlson,harrisbrandon@castillo-reeves.info,"Yoga Mat, Eco",3,74.97,5.9762
FW47693,1,11/30/2024,Dylan Davis,kdougherty@johnson.com,"Yoga Mat, Eco",3,74.97,4.9023
FW70809,1,11/26/2024,Max Brown,jacksonjeremy@hotmail.com,Pull-Up Bar,2,69.98,6.1178
FW19327,1,6/15/2024,Rita Hendrix,holmestiffany@smith.biz,"Yoga Mat, Eco",3,74.97,4.9727
FW21953,1,7/19/2024,Tyler Thompson,schneiderdominique@yahoo.com,Massage Gun,3,419.97,36.174
FW18001,1,12/4/2024,Alex Price,elizabeth75@gmail.com,Treadmill Lubricant,1,12.49,0.8451
FW88113,1,2/20/2024,Claudia Frederick DDS,sullivancaroline@pollard.info,Fitness Tracker Band,1,89.99,7.8108
FW54608,1,12/25/2024,Justin Gonzales,grahamedwin@gmail.com,"Kettlebell, 20lb",1,49.99,3.2187
FW61208,1,8/11/2024,Lucas Leonard,brandall@hotmail.com,"Yoga Mat, Eco",2,49.98,3.1709
FW51626,1,6/25/2024,David Baldwin,ashleyprice@king.com,"Yoga Mat, Eco",1,24.99,2.0227
FW19859,1,8/30/2024,Jason Carr,ulevy@hotmail.com,Resistance Bands Set,2,79.98,6.4617
FW98326,1,11/18/2024,Susan Levine,greenmathew@yahoo.com,"Yoga Mat, Eco",2,49.98,4.3846
FW15838,1,8/14/2024,Sylvia White,hilljohn@pennington.com,"Exercise Ball, 65cm",1,22.99,1.5415
FW74639,1,5/8/2024,Christopher Anderson,ramseyeric@gmail.com,"Jump Rope, Speed",2,29.98,1.8385
FW53483,1,2/16/2024,Katrina Kramer,kaiserraymond@yahoo.com,Foam Roller,3,59.97,4.0176
FW86874,1,9/8/2024,Austin Owens,kcooper@walton.com,Smart Weighing Scale,1,59.99,4.8654
FW51847,1,7/30/2024,David Williams,andrew28@reed.com,"Ankle Weights, Pair",2,55.98,4.6539
FW97208,1,6/25/2024,Edward Dean,harrismicheal@summers-wong.info,"Exercise Ball, 65cm",2,45.98,3.0082
FW37394,1,1/5/2024,Brianna Singh,scottspencer@yahoo.com,Massage Gun,2,279.98,25.1391
FW63940,1,8/16/2024,Susan Harding,sbell@hotmail.com,"Kettlebell, 20lb",1,49.99,3.3791
FW23421,1,11/5/2024,Raymond Maynard,wmedina@webster.biz,Adjustable Dumbbells,3,389.97,27.3157
FW64031,1,3/23/2024,Timothy Davis,kpeters@jones.net,Pull-Up Bar,3,104.97,7.0089
FW38172,1,6/2/2024,Wendy Baker,sherylruiz@brown-hughes.com,"Yoga Mat, Eco",1,24.99,2.2451
FW70985,1,1/4/2024,Barbara Thompson,ujones@hotmail.com,Foam Roller,3,59.97,4.2875
FW87270,1,12/5/2024,Miranda Mcintosh,yucrystal@moody.com,"Kettlebell, 20lb",1,49.99,4.0939
FW24796,1,6/9/2024,Meghan Green,chadsmith@torres.biz,Resistance Bands Set,1,39.99,3.5027
FW31030,1,3/9/2024,Jennifer Lewis,revans@robertson.net,"Ankle Weights, Pair",2,55.98,4.9818
FW64924,1,1/18/2024,Patricia Carr,alyssaklein@smith-conner.org,Pull-Up Bar,2,69.98,4.6157
FW21036,1,4/7/2024,Kim Jackson,williamsbrittney@yahoo.com,Pull-Up Bar,2,69.98,4.5564
FW66479,1,6/12/2024,Mary Brown,tmartin@nicholson-miller.net,Adjustable Dumbbells,3,389.97,27.9252
FW94523,1,9/4/2024,Bonnie Logan,oconnellduane@thompson.com,Fitness Tracker Band,3,269.97,17.1401
FW26746,1,8/26/2024,Kaitlin Padilla,qbaker@jenkins-roberts.com,Adjustable Bench,1,109.99,8.0107
FW95096,1,1/4/2024,Sharon Welch,juan30@hotmail.com,Pull-Up Bar,1,34.99,2.3343
FW97969,1,1/23/2024,Allison Russo,george75@hill.info,Pilates Ring,2,35.98,2.276
FW13937,1,2/10/2024,Marcus Reynolds,daniel18@gmail.com,Pilates Ring,3,53.97,4.2568
FW37505,1,6/25/2024,Mrs. Gabrielle Woodard,smithandrew@guerra.com,Foam Roller,1,19.99,1.213
FW21245,1,12/14/2024,Daniel Vaughn,dawnadams@collins.com,"Jump Rope, Speed",2,29.98,2.4266
FW68270,1,2/5/2024,Anne George,barrettdavid@yahoo.com,Massage Gun,1,139.99,9.1727
FW42117,1,3/5/2024,Elizabeth Preston,travisgomez@gmail.com,Massage Gun,2,279.98,17.2827
FW96537,1,12/26/2024,Kelli Cantrell,ashleygrant@ewing.com,Resistance Bands Set,1,39.99,2.585
FW47568,1,11/22/2024,Adam Adams,patricia52@yahoo.com,Fitness Tracker Band,3,269.97,20.434
FW54383,1,10/26/2024,Lori Young,fsanders@hale.com,Fitness Tracker Band,2,179.98,14.0278
FW98549,1,4/22/2024,Stephanie Woods,troy22@hotmail.com,"Yoga Mat, Eco",3,74.97,5.3191
FW58914,1,1/5/2024,Charlotte Kennedy,marywilliams@gmail.com,"Yoga Mat, Eco",2,49.98,3.4589
FW55596,1,12/20/2024,Kelly Rivas,hshields@rosales.com,"Exercise Ball, 65cm",1,22.99,1.5395
FW61753,1,12/15/2024,Christina Walter,wwolf@yahoo.com,Massage Gun,2,279.98,19.7081
FW62884,1,10/22/2024,Angela Foster,cassandra85@yahoo.com,Massage Gun,2,279.98,22.7971
FW62791,1,5/6/2024,Amy Bishop,cgay@berry-frazier.com,"Yoga Mat, Eco",1,24.99,2.1223
FW87952,1,10/3/2024,Micheal Allen,donna94@pratt.com,Pull-Up Bar,3,104.97,8.8004
FW97360,1,2/3/2024,Jerome Jefferson,djackson@hotmail.com,"Exercise Ball, 65cm",3,68.97,5.4559
FW19298,1,7/25/2024,Michael Carson,hallrhonda@miller-sims.com,Pull-Up Bar,3,104.97,7.3365
FW31775,1,7/8/2024,Angela Harrison,iwilliams@cole.com,"Ankle Weights, Pair",1,27.99,1.8523
FW74832,1,12/29/2024,Joshua Martinez,robertowhite@yahoo.com,Treadmill Lubricant,2,24.98,2.099
FW35997,1,10/2/2024,Pamela Morse,johnsonapril@yahoo.com,"Jump Rope, Speed",1,14.99,1.0326
FW38134,1,9/13/2024,Karen Lopez,dstephenson@gmail.com,Fitness Tracker Band,3,269.97,21.9871
FW50273,1,1/1/2024,Brandon Matthews,fstanton@gmail.com,Fitness Tracker Band,3,269.97,22.6466
FW55297,1,6/23/2024,Robert Trujillo,jensenjorge@livingston-lopez.com,Adjustable Dumbbells,3,389.97,29.1846
FW68111,1,5/8/2024,Amanda Jensen DVM,grivera@orr.com,Resistance Bands Set,2,79.98,7.0166
FW19311,1,2/16/2024,Michael Nichols,myersbarbara@johns.com,Adjustable Bench,3,329.97,28.4502
FW38750,1,7/9/2024,Joseph Vang,bwaller@morse.com,Fitness Tracker Band,2,179.98,10.9395
FW47146,1,12/12/2024,Michael Lester,donna29@boyer.org,Pull-Up Bar,3,104.97,7.0737
FW23938,1,6/6/2024,Laura Becker,johnsontyler@martinez.com,Fitness Tracker Band,1,89.99,6.9068
FW97419,1,8/4/2024,Thomas Burns,rayjulie@davis.org,"Kettlebell, 20lb",2,99.98,6.6401
FW73973,1,7/3/2024,Amy Oliver,jacob77@crawford.com,Treadmill Lubricant,1,12.49,0.7543
FW98662,1,12/5/2024,Jeffrey Martin,colemandavid@love.net,Resistance Bands Set,2,79.98,5.8921
FW64632,1,11/2/2024,Samuel Smith,emilymclaughlin@gmail.com,"Jump Rope, Speed",3,44.97,2.9741
FW89691,1,3/16/2024,Gordon Sellers,pooleshane@hernandez.com,Resistance Bands Set,1,39.99,2.4863
FW93355,1,1/26/2024,Cynthia Herrera,natalie70@gmail.com,"Ankle Weights, Pair",2,55.98,4.2859
FW82635,1,10/31/2024,Alexis Wagner,vanessagarrison@yahoo.com,"Ankle Weights, Pair",3,83.97,7.0388
FW55163,1,4/1/2024,Dr. Belinda Murray,emiller@yahoo.com,"Kettlebell, 20lb",3,149.97,12.0079
FW90065,1,7/10/2024,Ashley Wallace,nelsonalyssa@price.com,Pilates Ring,2,35.98,2.1964
FW66298,1,10/16/2024,Colleen Taylor,edwardsjulie@yahoo.com,Fitness Tracker Band,2,179.98,16.1243
FW36790,1,6/22/2024,Mary Young,lindacarter@braun-mcgee.com,Adjustable Bench,1,109.99,8.7339
FW29242,1,4/27/2024,Desiree Davis,josevaughn@parks.com,Pilates Ring,1,17.99,1.5693
FW85672,1,11/29/2024,Alvin Wood,shelby98@yahoo.com,Adjustable Bench,1,109.99,9.4347
FW79975,1,4/2/2024,Sandra Fitzgerald,hhart@martin.net,Foam Roller,2,39.98,3.4356
FW52439,1,12/30/2024,Yolanda Smith,zflores@johnson-ochoa.org,Resistance Bands Set,3,119.97,8.9494
FW83893,1,1/16/2024,Stephen Singleton,bcobb@hotmail.com,"Kettlebell, 20lb",3,149.97,9.5392
FW53166,1,3/12/2024,Amber Jarvis,wfrazier@young.com,"Ankle Weights, Pair",1,27.99,2.462
FW21866,1,1/6/2024,Marcus Fowler,steven59@bowers-nichols.org,Pull-Up Bar,3,104.97,7.9487
FW63990,1,9/15/2024,Timothy Cruz,mitchellrobert@molina.com,Smart Weighing Scale,2,119.98,7.9249
FW33390,1,9/27/2024,Rodney Lopez,lgates@yahoo.com,Pull-Up Bar,3,104.97,9.0009
FW20089,1,12/25/2024,Christopher Mills,heather66@gonzalez-schultz.org,"Yoga Mat, Eco",2,49.98,4.1973
FW93541,1,5/4/2024,Stacy Jones,karencunningham@hotmail.com,Fitness Tracker Band,2,179.98,11.6396
FW67619,1,1/9/2024,Michael Schultz,michellegrant@benson-barton.com,Resistance Bands Set,1,39.99,2.8625
FW10869,1,5/2/2024,Katie Cochran,robertcollins@gomez.net,"Yoga Mat, Eco",2,49.98,4.1281
FW45435,1,6/21/2024,Angela Curtis,trujillojennifer@gmail.com,Adjustable Bench,1,109.99,8.1717
FW16033,1,4/24/2024,Matthew Becker,martinezsarah@myers.com,"Yoga Mat, Eco",3,74.97,5.2478
FW33838,1,5/12/2024,Ethan Barrett,virginia60@gmail.com,Adjustable Dumbbells,2,259.98,22.9871
FW63675,1,7/20/2024,Todd Ray,rodriguezamy@gmail.com,Pull-Up Bar,2,69.98,6.2024
FW43998,1,10/2/2024,Nathan Washington,jessicawallace@hotmail.com,Resistance Bands Set,1,39.99,3.4455
FW51232,1,6/10/2024,Michael Leon,tamara44@yahoo.com,"Exercise Ball, 65cm",2,45.98,3.22
FW14959,1,11/12/2024,Jim Adams,chale@shields-smith.com,"Exercise Ball, 65cm",3,68.97,5.1543
FW81887,1,10/5/2024,Cassie Stewart,jkelly@hotmail.com,Pilates Ring,3,53.97,4.7472
FW76377,1,2/2/2024,Kevin Mckinney,zmann@hotmail.com,Adjustable Bench,2,219.98,18.6233
FW88162,1,7/30/2024,Daniel Collins,brendaholder@riley.com,Pilates Ring,1,17.99,1.5217
FW55534,1,5/2/2024,Melissa Hernandez,reginanorris@hernandez-benton.com,"Ankle Weights, Pair",3,83.97,7.5055
FW32639,1,4/1/2024,Jared Clark,hensonalexander@hotmail.com,Treadmill Lubricant,3,37.47,2.8876
FW62763,1,5/19/2024,Kathy Robertson,kevin86@gmail.com,"Kettlebell, 20lb",3,149.97,11.3422
FW70834,1,2/6/2024,Donald Fitzgerald,christycruz@yahoo.com,"Ankle Weights, Pair",3,83.97,6.37
FW37496,1,11/10/2024,Robin Parks,jessicapeterson@hotmail.com,Smart Weighing Scale,2,119.98,7.2057
FW31544,1,3/1/2024,Christopher Berry,debra15@gmail.com,Smart Weighing Scale,1,59.99,4.0287
FW68301,1,2/21/2024,David Peterson,mbrown@brown.info,Foam Roller,1,19.99,1.5201
FW27043,1,1/29/2024,Rachel Williams,gcollier@gmail.com,Smart Weighing Scale,3,179.97,15.5079
FW86480,1,2/7/2024,Kathleen Jackson,cynthiajordan@yahoo.com,Adjustable Dumbbells,3,389.97,30.4779
FW45667,1,7/4/2024,Frank Gonzales,kristin33@sanchez.info,Treadmill Lubricant,2,24.98,1.9171
FW39984,1,2/26/2024,Kelly Krause,elynch@stephenson.biz,Massage Gun,1,139.99,9.2898
FW92041,1,8/13/2024,Sharon Baker,martinezaustin@yahoo.com,Adjustable Bench,3,329.97,25.3183
FW14010,1,3/28/2024,Drew Harris,shari57@gmail.com,Fitness Tracker Band,3,269.97,22.6143
FW62100,1,10/31/2024,Robert Key,timothyrowland@hotmail.com,Fitness Tracker Band,3,269.97,17.5557
FW43482,1,9/27/2024,Margaret Campbell,destinymiller@tran.biz,Pull-Up Bar,1,34.99,2.9286
FW33902,1,10/3/2024,Justin Smith,sierra51@williams.com,Adjustable Bench,3,329.97,26.7791
FW17039,1,8/21/2024,Jasmine Henson,alex84@carey.com,Foam Roller,1,19.99,1.5922
