CustomerID,FirstName,LastName,Email,Product,PurchaseDate,Amount
63,Jane,Davis,jane.davis@example.com,Smartphone,2022-06-01,1983.8
64,Sophia,Brown,sophia.brown@example.com,Smartwatch,2022-06-03,216.88
65,Jane,Williams,jane.williams@example.com,Tablet,2022-06-06,1777.52
66,Sophia,Martinez,sophia.martinez@example.com,Smartphone,2022-06-08,1080.55
67,Maria,Jones,maria.jones@example.com,Laptop,2022-06-10,1822.38
68,Laura,Jones,laura.jones@example.com,Smartwatch,2022-06-13,1185.51
69,Tom,Williams,tom.williams@example.com,Headphones,2022-06-15,1358.01
70,Mike,Rodriguez,mike.rodriguez@example.com,Smartwatch,2022-06-18,1133.18
71,Laura,Brown,laura.brown@example.com,Headphones,2022-06-20,1742.54
72,Chris,Jones,chris.jones@example.com,Smartwatch,2022-06-23,1494.43
73,Jane,Brown,jane.brown@example.com,Smartwatch,2022-06-25,1090.39
74,Chris,Jones,chris.jones@example.com,Smartwatch,2022-06-28,1749.51
75,Laura,Davis,laura.davis@example.com,Headphones,2022-06-30,566.04
76,Sophia,Rodriguez,sophia.rodriguez@example.com,Headphones,2022-07-02,398.95
77,Mike,Davis,mike.davis@example.com,Smartwatch,2022-07-05,404.76
78,Mike,Jones,mike.jones@example.com,Smartphone,2022-07-07,734.62
79,John,Martinez,john.martinez@example.com,Tablet,2022-07-10,553.51
80,Mike,Martinez,mike.martinez@example.com,Tablet,2022-07-12,1867.17
81,Tom,Davis,tom.davis@example.com,Tablet,2022-07-15,301.08
82,Mike,Martinez,mike.martinez@example.com,Headphones,2022-07-17,1428.08
83,Laura,Jones,laura.jones@example.com,Headphones,2022-07-19,459.52
84,John,Williams,john.williams@example.com,Smartphone,2022-07-22,1775.11
85,Laura,Davis,laura.davis@example.com,Tablet,2022-07-24,1926.5
86,Laura,Johnson,laura.johnson@example.com,Tablet,2022-07-27,984.39
87,Alex,Rodriguez,alex.rodriguez@example.com,Smartwatch,2022-07-29,1770.24
88,John,Martinez,john.martinez@example.com,Headphones,2022-08-01,109.78
89,Laura,Martinez,laura.martinez@example.com,Tablet,2022-08-03,1657.9
90,Alex,Smith,alex.smith@example.com,Smartphone,2022-08-06,534.39
91,Alex,Miller,alex.miller@example.com,Smartphone,2022-08-08,1826.53
92,John,Davis,john.davis@example.com,Tablet,2022-08-10,102.13
93,Chris,Garcia,chris.garcia@example.com,Headphones,2022-08-13,1156.75
94,Sophia,Martinez,sophia.martinez@example.com,Smartphone,2022-08-15,1537.61
95,Tom,Rodriguez,tom.rodriguez@example.com,Smartwatch,2022-08-18,591.51
96,Sophia,Johnson,sophia.johnson@example.com,Smartphone,2022-08-20,466.95
97,Mike,Martinez,mike.martinez@example.com,Laptop,2022-08-23,259.79
98,Tom,Johnson,tom.johnson@example.com,Laptop,2022-08-25,720.22
99,Mike,Jones,mike.jones@example.com,Headphones,2022-08-27,1163.7
100,Laura,Jones,laura.jones@example.com,Tablet,2022-08-30,320.1
101,Jane,Miller,jane.miller@example.com,Headphones,2022-09-01,815.72
102,John,Williams,john.williams@example.com,Headphones,2022-09-04,117.24
103,Tom,Garcia,tom.garcia@example.com,Headphones,2022-09-06,1655.49
104,Tom,Smith,tom.smith@example.com,Headphones,2022-09-09,344.05
105,Laura,Miller,laura.miller@example.com,Smartwatch,2022-09-11,638.35
106,Chris,Brown,chris.brown@example.com,Smartwatch,2022-09-14,135.01
107,Alex,Smith,alex.smith@example.com,Smartphone,2022-09-16,921.26
108,Laura,Davis,laura.davis@example.com,Laptop,2022-09-18,1696.23
109,Anna,Rodriguez,anna.rodriguez@example.com,Headphones,2022-09-21,845.09
110,Alex,Brown,alex.brown@example.com,Smartphone,2022-09-23,441.04
111,John,Brown,john.brown@example.com,Laptop,2022-09-26,1532.03
112,Alex,Miller,alex.miller@example.com,Tablet,2022-09-28,1598.73
113,Chris,Williams,chris.williams@example.com,Smartwatch,2022-10-01,430.13
114,Alex,Miller,alex.miller@example.com,Laptop,2022-10-03,1564.62
115,John,Davis,john.davis@example.com,Tablet,2022-10-06,1899.87
116,Chris,Martinez,chris.martinez@example.com,Laptop,2022-10-08,416.12
117,Sophia,Martinez,sophia.martinez@example.com,Smartwatch,2022-10-10,1564.87
118,Tom,Williams,tom.williams@example.com,Smartwatch,2022-10-13,1446.29
119,Tom,Davis,tom.davis@example.com,Smartphone,2022-10-15,999.79
120,Mike,Williams,mike.williams@example.com,Headphones,2022-10-18,210.05
121,Sophia,Johnson,sophia.johnson@example.com,Laptop,2022-10-20,241.92
122,Sophia,Martinez,sophia.martinez@example.com,Laptop,2022-10-23,1719.59
123,Alex,Brown,alex.brown@example.com,Tablet,2022-10-25,1981.28
124,Tom,Garcia,tom.garcia@example.com,Smartwatch,2022-10-27,1384.5
125,John,Rodriguez,john.rodriguez@example.com,Laptop,2022-10-30,947.32
126,Maria,Davis,maria.davis@example.com,Smartwatch,2022-11-01,1330.39
127,Maria,Smith,maria.smith@example.com,Laptop,2022-11-04,1229.35
128,Chris,Williams,chris.williams@example.com,Smartphone,2022-11-06,828.86
129,Tom,Rodriguez,tom.rodriguez@example.com,Headphones,2022-11-09,224.69
130,Tom,Smith,tom.smith@example.com,Laptop,2022-11-11,1660.87
131,Maria,Rodriguez,maria.rodriguez@example.com,Smartwatch,2022-11-14,806.48
132,Tom,Garcia,tom.garcia@example.com,Smartphone,2022-11-16,1655.69
133,Alex,Smith,alex.smith@example.com,Laptop,2022-11-18,579.77
134,Anna,Miller,anna.miller@example.com,Tablet,2022-11-21,101.96
135,Jane,Jones,jane.jones@example.com,Headphones,2022-11-23,401.98
136,Sophia,Miller,sophia.miller@example.com,Laptop,2022-11-26,990.22
137,Mike,Martinez,mike.martinez@example.com,Smartphone,2022-11-28,1894.18
138,Chris,Jones,chris.jones@example.com,Tablet,2022-12-01,294.17
139,Anna,Miller,anna.miller@example.com,Smartphone,2022-12-03,1723.0
140,Maria,Jones,maria.jones@example.com,Smartphone,2022-12-05,1101.35
141,Sophia,Jones,sophia.jones@example.com,Tablet,2022-12-08,1669.25
142,Tom,Brown,tom.brown@example.com,Smartphone,2022-12-10,666.91
143,Mike,Williams,mike.williams@example.com,Tablet,2022-12-13,1695.9
144,Tom,Williams,tom.williams@example.com,Laptop,2022-12-15,1568.36
145,John,Brown,john.brown@example.com,Tablet,2022-12-18,537.1
146,John,Rodriguez,john.rodriguez@example.com,Tablet,2022-12-20,349.54
147,Mike,Johnson,mike.johnson@example.com,Headphones,2022-12-23,1749.3
148,Mike,Rodriguez,mike.rodriguez@example.com,Tablet,2022-12-25,1930.15
149,Maria,Smith,maria.smith@example.com,Tablet,2022-12-27,159.47
150,Mike,Smith,mike.smith@example.com,Laptop,2022-12-30,1489.41
151,Alex,Jones,alex.jones@example.com,Headphones,2023-01-01,1828.1
152,Tom,Miller,tom.miller@example.com,Smartwatch,2023-01-04,1728.98
153,Anna,Miller,anna.miller@example.com,Laptop,2023-01-06,1932.59
154,Laura,Williams,laura.williams@example.com,Laptop,2023-01-09,1544.18
155,Mike,Davis,mike.davis@example.com,Smartwatch,2023-01-11,940.37
156,Chris,Rodriguez,chris.rodriguez@example.com,Tablet,2023-01-14,692.71
157,John,Martinez,john.martinez@example.com,Smartphone,2023-01-16,709.41
158,Alex,Garcia,alex.garcia@example.com,Headphones,2023-01-18,1476.4
159,Sophia,Miller,sophia.miller@example.com,Smartphone,2023-01-21,1517.09
160,Laura,Garcia,laura.garcia@example.com,Smartwatch,2023-01-23,480.68
161,Anna,Jones,anna.jones@example.com,Laptop,2023-01-26,1749.43
162,Laura,Garcia,laura.garcia@example.com,Laptop,2023-01-28,1458.36
163,Mike,Martinez,mike.martinez@example.com,Headphones,2023-01-31,1169.23
164,Maria,Brown,maria.brown@example.com,Laptop,2023-02-02,995.91
165,John,Martinez,john.martinez@example.com,Laptop,2023-02-04,1132.14
166,John,Garcia,john.garcia@example.com,Headphones,2023-02-07,402.57
167,Sophia,Martinez,sophia.martinez@example.com,Headphones,2023-02-09,487.03
168,Maria,Johnson,maria.johnson@example.com,Smartwatch,2023-02-12,273.21
169,Tom,Jones,tom.jones@example.com,Laptop,2023-02-14,391.95
170,Jane,Rodriguez,jane.rodriguez@example.com,Laptop,2023-02-17,962.02
171,Alex,Brown,alex.brown@example.com,Smartwatch,2023-02-19,1107.67
172,John,Miller,john.miller@example.com,Tablet,2023-02-22,133.94
173,Chris,Smith,chris.smith@example.com,Tablet,2023-02-24,1613.92
174,John,Rodriguez,john.rodriguez@example.com,Tablet,2023-02-26,658.92
175,Laura,Smith,laura.smith@example.com,Smartwatch,2023-03-01,1832.49
176,John,Jones,john.jones@example.com,Laptop,2023-03-03,1938.27
177,John,Brown,john.brown@example.com,Smartwatch,2023-03-06,452.37
178,Jane,Williams,jane.williams@example.com,Smartwatch,2023-03-08,977.98
179,Jane,Miller,jane.miller@example.com,Tablet,2023-03-11,102.34
180,Anna,Johnson,anna.johnson@example.com,Smartphone,2023-03-13,1236.82
181,Tom,Williams,tom.williams@example.com,Laptop,2023-03-15,1253.88
182,Chris,Jones,chris.jones@example.com,Tablet,2023-03-18,570.33
183,John,Rodriguez,john.rodriguez@example.com,Smartphone,2023-03-20,1160.98
184,John,Johnson,john.johnson@example.com,Smartphone,2023-03-23,528.53
185,Alex,Martinez,alex.martinez@example.com,Headphones,2023-03-25,405.57
186,Jane,Garcia,jane.garcia@example.com,Laptop,2023-03-28,1337.89
187,Chris,Johnson,chris.johnson@example.com,Smartphone,2023-03-30,719.26
188,Sophia,Jones,sophia.jones@example.com,Tablet,2023-04-02,1221.5
189,Anna,Davis,anna.davis@example.com,Headphones,2023-04-04,923.17
190,Tom,Garcia,tom.garcia@example.com,Laptop,2023-04-06,1970.27
191,Maria,Smith,maria.smith@example.com,Smartwatch,2023-04-09,384.2
192,Tom,Miller,tom.miller@example.com,Tablet,2023-04-11,982.74
193,Laura,Smith,laura.smith@example.com,Smartphone,2023-04-14,1392.87
194,John,Johnson,john.johnson@example.com,Smartphone,2023-04-16,851.54
195,Anna,Smith,anna.smith@example.com,Tablet,2023-04-19,1951.93
196,Laura,Jones,laura.jones@example.com,Smartphone,2023-04-21,1471.59
197,Chris,Martinez,chris.martinez@example.com,Headphones,2023-04-23,1348.27
198,Maria,Rodriguez,maria.rodriguez@example.com,Laptop,2023-04-26,1538.41
199,Jane,Miller,jane.miller@example.com,Headphones,2023-04-28,1910.03
200,Anna,Smith,anna.smith@example.com,Smartphone,2023-05-01,1824.86
201,Anna,Smith,anna.smith@example.com,Smartwatch,2023-05-03,1476.14
202,John,Johnson,john.johnson@example.com,Laptop,2023-05-06,1523.41
203,Mike,Rodriguez,mike.rodriguez@example.com,Laptop,2023-05-08,377.25
204,Anna,Williams,anna.williams@example.com,Tablet,2023-05-11,295.31
205,Alex,Smith,alex.smith@example.com,Tablet,2023-05-13,1184.72
206,Maria,Jones,maria.jones@example.com,Smartwatch,2023-05-15,134.9
207,Maria,Davis,maria.davis@example.com,Laptop,2023-05-18,1016.48
208,Alex,Miller,alex.miller@example.com,Smartwatch,2023-05-20,499.66
209,Sophia,Smith,sophia.smith@example.com,Tablet,2023-05-23,757.43
210,Alex,Jones,alex.jones@example.com,Tablet,2023-05-25,1574.03
211,Alex,Jones,alex.jones@example.com,Laptop,2023-05-28,1888.35
212,Maria,Miller,maria.miller@example.com,Headphones,2023-05-30,237.59
213,Tom,Williams,tom.williams@example.com,Smartphone,2023-06-02,1115.06
214,Maria,Jones,maria.jones@example.com,Tablet,2023-06-04,1776.81
215,Mike,Davis,mike.davis@example.com,Tablet,2023-06-06,256.77
216,John,Jones,john.jones@example.com,Headphones,2023-06-09,1666.58
217,Laura,Jones,laura.jones@example.com,Headphones,2023-06-11,779.82
218,Tom,Jones,tom.jones@example.com,Smartwatch,2023-06-14,711.98
219,Jane,Martinez,jane.martinez@example.com,Smartwatch,2023-06-16,1957.19
220,Laura,Martinez,laura.martinez@example.com,Smartphone,2023-06-19,481.63
221,John,Williams,john.williams@example.com,Smartphone,2023-06-21,1417.07
222,Mike,Smith,mike.smith@example.com,Laptop,2023-06-23,1660.74
223,Mike,Jones,mike.jones@example.com,Smartwatch,2023-06-26,178.25
224,Jane,Rodriguez,jane.rodriguez@example.com,Tablet,2023-06-28,1373.73
225,Tom,Smith,tom.smith@example.com,Smartwatch,2023-07-01,1907.94
226,Sophia,Williams,sophia.williams@example.com,Tablet,2023-07-03,336.02
227,Alex,Brown,alex.brown@example.com,Headphones,2023-07-06,1802.82
228,Tom,Smith,tom.smith@example.com,Smartwatch,2023-07-08,1230.08
229,Sophia,Smith,sophia.smith@example.com,Headphones,2023-07-11,1271.55
230,Mike,Garcia,mike.garcia@example.com,Smartphone,2023-07-13,1264.59
231,Maria,Johnson,maria.johnson@example.com,Smartphone,2023-07-15,667.79
232,John,Garcia,john.garcia@example.com,Laptop,2023-07-18,1876.88
233,Jane,Davis,jane.davis@example.com,Smartwatch,2023-07-20,1899.97
234,John,Martinez,john.martinez@example.com,Headphones,2023-07-23,1288.08
235,Chris,Martinez,chris.martinez@example.com,Tablet,2023-07-25,1588.5
236,Chris,Johnson,chris.johnson@example.com,Smartphone,2023-07-28,1263.29
237,Tom,Miller,tom.miller@example.com,Smartphone,2023-07-30,1020.36
238,Mike,Miller,mike.miller@example.com,Tablet,2023-08-01,1355.56
239,Mike,Williams,mike.williams@example.com,Headphones,2023-08-04,1150.7
240,Alex,Johnson,alex.johnson@example.com,Headphones,2023-08-06,1235.2
241,Alex,Smith,alex.smith@example.com,Smartwatch,2023-08-09,1589.28
242,Alex,Miller,alex.miller@example.com,Smartwatch,2023-08-11,1013.72
243,Maria,Jones,maria.jones@example.com,Laptop,2023-08-14,177.43
244,Laura,Rodriguez,laura.rodriguez@example.com,Smartphone,2023-08-16,411.6
245,Anna,Smith,anna.smith@example.com,Smartwatch,2023-08-19,933.35
246,Laura,Davis,laura.davis@example.com,Headphones,2023-08-21,1477.17
247,John,Jones,john.jones@example.com,Tablet,2023-08-23,1227.23
248,Laura,Jones,laura.jones@example.com,Headphones,2023-08-26,1335.56
249,Maria,Johnson,maria.johnson@example.com,Smartphone,2023-08-28,1010.63
250,John,Williams,john.williams@example.com,Headphones,2023-08-31,1269.91
251,Laura,Davis,laura.davis@example.com,Laptop,2023-09-02,725.13
252,Maria,Miller,maria.miller@example.com,Smartphone,2023-09-05,993.35
253,Anna,Johnson,anna.johnson@example.com,Tablet,2023-09-07,1514.13
254,Laura,Miller,laura.miller@example.com,Laptop,2023-09-10,1756.48
255,Maria,Johnson,maria.johnson@example.com,Smartphone,2023-09-12,923.95
256,Alex,Johnson,alex.johnson@example.com,Tablet,2023-09-14,182.96
257,Mike,Johnson,mike.johnson@example.com,Laptop,2023-09-17,407.18
258,Alex,Williams,alex.williams@example.com,Laptop,2023-09-19,139.64
259,Mike,Johnson,mike.johnson@example.com,Smartphone,2023-09-22,1341.2
260,Jane,Brown,jane.brown@example.com,Smartwatch,2023-09-24,731.4
261,Jane,Rodriguez,jane.rodriguez@example.com,Laptop,2023-09-27,1130.71
262,Jane,Miller,jane.miller@example.com,Laptop,2023-09-29,1037.23
263,Anna,Smith,anna.smith@example.com,Tablet,2023-10-01,254.9
264,Alex,Garcia,alex.garcia@example.com,Headphones,2023-10-04,866.2
265,Mike,Davis,mike.davis@example.com,Smartphone,2023-10-06,519.07
266,Maria,Martinez,maria.martinez@example.com,Smartphone,2023-10-09,894.96
267,John,Williams,john.williams@example.com,Smartwatch,2023-10-11,486.8
268,Maria,Smith,maria.smith@example.com,Smartwatch,2023-10-14,1696.86
269,John,Jones,john.jones@example.com,Smartphone,2023-10-16,430.97
270,Chris,Brown,chris.brown@example.com,Smartwatch,2023-10-19,1925.48
271,Maria,Martinez,maria.martinez@example.com,Tablet,2023-10-21,890.22
272,Laura,Garcia,laura.garcia@example.com,Smartphone,2023-10-23,1707.87
273,Laura,Smith,laura.smith@example.com,Smartwatch,2023-10-26,1294.65
274,Tom,Martinez,tom.martinez@example.com,Smartphone,2023-10-28,1497.17
275,Alex,Smith,alex.smith@example.com,Headphones,2023-10-31,1558.68
276,John,Brown,john.brown@example.com,Laptop,2023-11-02,1059.21
277,John,Garcia,john.garcia@example.com,Smartphone,2023-11-05,1132.27
278,Alex,Jones,alex.jones@example.com,Laptop,2023-11-07,1076.59
279,Anna,Johnson,anna.johnson@example.com,Smartwatch,2023-11-09,1217.31
280,Tom,Miller,tom.miller@example.com,Laptop,2023-11-12,155.85
281,Anna,Jones,anna.jones@example.com,Smartphone,2023-11-14,851.48
282,Anna,Johnson,anna.johnson@example.com,Headphones,2023-11-17,1251.76
283,Anna,Williams,anna.williams@example.com,Smartwatch,2023-11-19,1235.67
284,Alex,Rodriguez,alex.rodriguez@example.com,Smartphone,2023-11-22,1606.62
285,Anna,Davis,anna.davis@example.com,Smartwatch,2023-11-24,1344.52
286,Laura,Davis,laura.davis@example.com,Tablet,2023-11-27,1985.05
287,Jane,Miller,jane.miller@example.com,Laptop,2023-11-29,639.32
288,Chris,Garcia,chris.garcia@example.com,Tablet,2023-12-01,782.39
289,John,Brown,john.brown@example.com,Smartphone,2023-12-04,829.31
290,John,Garcia,john.garcia@example.com,Headphones,2023-12-06,985.04
291,Chris,Brown,chris.brown@example.com,Smartwatch,2023-12-09,1688.4
292,Alex,Garcia,alex.garcia@example.com,Laptop,2023-12-11,548.0
293,Maria,Rodriguez,maria.rodriguez@example.com,Smartwatch,2023-12-14,1574.4
294,Alex,Williams,alex.williams@example.com,Smartphone,2023-12-16,870.09
295,John,Williams,john.williams@example.com,Smartwatch,2023-12-18,1243.53
296,John,Johnson,john.johnson@example.com,Laptop,2023-12-21,1301.83
297,Chris,Martinez,chris.martinez@example.com,Smartphone,2023-12-23,808.41
298,Anna,Williams,anna.williams@example.com,Smartwatch,2023-12-26,1073.97
299,Alex,Williams,alex.williams@example.com,Headphones,2023-12-28,884.76
300,Mike,Jones,mike.jones@example.com,Smartphone,2023-12-31,231.35
301,Chris,Jones,chris.jones@example.com,Smartphone,2024-01-02,930.61
302,Laura,Johnson,laura.johnson@example.com,Headphones,2024-01-05,285.05
303,John,Martinez,john.martinez@example.com,Tablet,2024-01-07,869.54
304,Chris,Miller,chris.miller@example.com,Laptop,2024-01-09,1226.54
305,Alex,Jones,alex.jones@example.com,Tablet,2024-01-12,1200.89
306,John,Miller,john.miller@example.com,Smartwatch,2024-01-14,1358.98
307,Maria,Smith,maria.smith@example.com,Headphones,2024-01-17,281.0
308,Chris,Jones,chris.jones@example.com,Tablet,2024-01-19,1339.03
309,Tom,Rodriguez,tom.rodriguez@example.com,Smartphone,2024-01-22,693.08
310,John,Martinez,john.martinez@example.com,Smartwatch,2024-01-24,858.19
311,Alex,Johnson,alex.johnson@example.com,Smartwatch,2024-01-27,1730.17
312,Jane,Smith,jane.smith@example.com,Tablet,2024-01-29,117.16
313,Mike,Martinez,mike.martinez@example.com,Tablet,2024-01-31,1217.98
314,Sophia,Rodriguez,sophia.rodriguez@example.com,Headphones,2024-02-03,1237.56
315,Anna,Martinez,anna.martinez@example.com,Laptop,2024-02-05,853.65
316,Sophia,Rodriguez,sophia.rodriguez@example.com,Tablet,2024-02-08,550.35
317,Alex,Rodriguez,alex.rodriguez@example.com,Tablet,2024-02-10,545.88
318,Laura,Miller,laura.miller@example.com,Smartphone,2024-02-13,1779.05
319,Laura,Garcia,laura.garcia@example.com,Smartwatch,2024-02-15,939.85
320,Jane,Smith,jane.smith@example.com,Laptop,2024-02-17,728.69
321,Anna,Martinez,anna.martinez@example.com,Smartphone,2024-02-20,952.68
322,Tom,Brown,tom.brown@example.com,Headphones,2024-02-22,1371.84
323,Jane,Smith,jane.smith@example.com,Headphones,2024-02-25,376.94
324,Sophia,Garcia,sophia.garcia@example.com,Tablet,2024-02-27,953.92
325,Jane,Smith,jane.smith@example.com,Tablet,2024-03-01,1216.98
326,Sophia,Williams,sophia.williams@example.com,Headphones,2024-03-03,1902.31
327,John,Brown,john.brown@example.com,Tablet,2024-03-06,579.8
328,Laura,Garcia,laura.garcia@example.com,Laptop,2024-03-08,782.58
329,John,Miller,john.miller@example.com,Tablet,2024-03-10,820.78
330,Mike,Martinez,mike.martinez@example.com,Smartwatch,2024-03-13,1250.52
331,Anna,Davis,anna.davis@example.com,Tablet,2024-03-15,777.79
332,Tom,Garcia,tom.garcia@example.com,Smartphone,2024-03-18,1113.67
333,Sophia,Johnson,sophia.johnson@example.com,Laptop,2024-03-20,1585.4
334,Tom,Martinez,tom.martinez@example.com,Smartphone,2024-03-23,1440.23
335,Sophia,Garcia,sophia.garcia@example.com,Smartphone,2024-03-25,948.1
336,Alex,Williams,alex.williams@example.com,Smartwatch,2024-03-27,1742.01
337,Jane,Davis,jane.davis@example.com,Laptop,2024-03-30,1160.47
338,Mike,Williams,mike.williams@example.com,Laptop,2024-04-01,1125.82
339,Laura,Davis,laura.davis@example.com,Laptop,2024-04-04,164.96
340,Sophia,Johnson,sophia.johnson@example.com,Laptop,2024-04-06,1974.72
341,Tom,Martinez,tom.martinez@example.com,Laptop,2024-04-09,333.64
342,Mike,Miller,mike.miller@example.com,Smartwatch,2024-04-11,539.15
343,Maria,Williams,maria.williams@example.com,Tablet,2024-04-14,198.22
344,Maria,Williams,maria.williams@example.com,Smartphone,2024-04-16,1316.01
345,John,Rodriguez,john.rodriguez@example.com,Laptop,2024-04-18,526.93
346,Laura,Davis,laura.davis@example.com,Tablet,2024-04-21,442.02
347,Alex,Jones,alex.jones@example.com,Tablet,2024-04-23,268.26
348,Tom,Martinez,tom.martinez@example.com,Smartphone,2024-04-26,296.29
349,Jane,Davis,jane.davis@example.com,Smartwatch,2024-04-28,1210.87
350,Jane,Rodriguez,jane.rodriguez@example.com,Headphones,2024-05-01,1407.59
351,Tom,Smith,tom.smith@example.com,Headphones,2024-05-03,855.02
352,Anna,Davis,anna.davis@example.com,Tablet,2024-05-06,1011.8
353,Alex,Miller,alex.miller@example.com,Smartphone,2024-05-08,1403.34
354,Mike,Martinez,mike.martinez@example.com,Headphones,2024-05-10,133.02
355,Sophia,Rodriguez,sophia.rodriguez@example.com,Tablet,2024-05-13,713.95
356,Anna,Smith,anna.smith@example.com,Smartwatch,2024-05-15,1948.89
357,Sophia,Brown,sophia.brown@example.com,Headphones,2024-05-18,1202.21
358,Sophia,Rodriguez,sophia.rodriguez@example.com,Tablet,2024-05-20,583.03
359,Anna,Brown,anna.brown@example.com,Tablet,2024-05-23,1091.29
360,John,Martinez,john.martinez@example.com,Laptop,2024-05-25,751.04
361,Maria,Williams,maria.williams@example.com,Smartwatch,2024-05-27,1111.27
362,Sophia,Rodriguez,sophia.rodriguez@example.com,Laptop,2024-05-30,338.91
363,Anna,Johnson,anna.johnson@example.com,Smartphone,2024-06-01,352.16
364,Anna,Brown,anna.brown@example.com,Laptop,2024-06-04,372.73
365,Chris,Miller,chris.miller@example.com,Laptop,2024-06-06,1885.66
